message,food,recharge,support,reminders,travel,nearby,movies,casual,other
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 694312, user_id: 1941380, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
date can be any date,F,F,F,T,T,F,T,F,F
please check my pnr status,F,F,F,F,T,F,F,F,F
can you let me know if there is some service locally available which can fix my led tv on a wall mounting near my location,F,F,T,F,F,F,F,F,F
for 10th from coimbatore to tuty,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 727634, user_id: 1986907, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
55 recharge kiya kyu,F,T,F,F,F,F,F,F,F
"my location is dondapadu,nalgonda",T,F,F,F,T,T,F,F,F
not now..i will ride later,F,F,F,F,T,F,F,F,F
is there is any other offer for recharge,F,T,F,F,F,F,F,F,F
ccu to biju,F,F,F,F,T,F,F,F,F
for everyday?,F,F,F,T,F,F,F,F,F
caba book for me,F,F,F,F,T,F,F,F,F
can you please delete this alert now,F,F,F,T,F,F,F,F,F
anakapalle to tirupathi,F,F,F,F,T,F,F,F,F
dont want a call can u please send the sms??,F,F,F,T,F,F,F,F,F
i would like to transfer some goods to a place outside chennai can u arrange that?,F,F,T,F,F,F,F,F,F
sorry don't cancel,T,T,T,T,T,F,T,F,F
which agancy,F,F,T,F,F,T,F,F,F
nope under the recharge i did of 60 now,F,T,F,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 693201, user_id: 1979833, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
iphone stores..,F,F,F,F,F,T,F,F,F
today 6:00 am,F,F,F,T,F,F,F,F,F
i want a cab now,F,F,F,F,T,F,F,F,F
remind me on 10th march at 10:30 am for remaining fuel bill entry,F,F,F,T,F,F,F,F,F
daily medicine reminder stop,F,F,F,T,F,F,F,F,F
set a reminder for 8:27pm,F,F,F,T,F,F,F,F,F
v3s maal cinema timing nirman vihar,F,F,F,F,F,F,T,F,F
sorry not  interested as show me little cheaper,F,F,F,F,T,F,F,F,F
not now...i just want to know is tatkal ticket booking available,F,F,F,F,T,F,F,F,F
which are great restaurants near my place,T,F,F,F,F,F,F,F,F
remind again,F,F,F,T,F,F,F,F,F
can you plz get me a honda service center with timings and contact number nearby,F,F,F,F,F,T,F,F,F
can i get a cab at my place ryt now?,F,F,F,F,T,F,F,F,F
set a reminder on monday wednesday and thursday for medicine,F,F,F,T,F,F,F,F,F
price,T,T,F,F,T,F,T,F,F
pls check if the tickets are confirmed,F,F,F,F,T,F,F,F,F
actually 121 is full talk time offer for me,F,T,F,F,F,F,F,F,F
i don't have pnr.total no of train blr to hyd,F,F,F,F,T,F,F,F,F
remind me tom aat 8 o clock mrng,F,F,F,T,F,F,F,F,F
can you show me my previous reminders and to do list,F,F,F,T,F,F,F,F,F
i want offers,T,F,F,F,T,F,T,F,F
any other it is closed,F,F,F,F,F,T,F,F,F
no round,F,F,F,F,T,F,F,F,F
wen will it be refunded??,F,T,F,F,T,F,F,F,F
can u let me know any tickets available from chennai to leh on may 5 and return ticket on 9th may  from leh to chennai,F,F,F,F,T,F,F,F,F
aerobics classes near sahara states jankipuram lucknow,F,F,F,F,F,T,F,F,F
tell now flight tickets,F,F,F,F,T,F,F,F,F
are there any discount offers going on to pay electricity bill,F,F,T,F,F,F,F,F,F
ola cab in namakkal,F,F,F,F,T,F,F,F,F
my cash back?,F,F,F,F,T,F,F,F,F
"		i want to know availability and fare in sleeper (sl) in train number 04401{product_id:04401_anvt_jat,api_name:trains_api}",F,F,F,F,T,F,F,F,F
is it for train booking?,F,F,F,F,T,F,F,F,F
"		i want to know availability and fare in ac 3 tier (3a) in train number 12779{product_id:12779_gwl_nzm,api_name:trains_api}",F,F,F,F,T,F,F,F,F
now i want to book a cab,F,F,F,F,T,F,F,F,F
this cab i booked directly,F,F,F,F,T,F,F,F,F
i need a fare estimate,F,F,F,F,T,F,F,F,F
i want to know	what's the price will be charge		from church gate to taj hotel,T,F,F,F,F,F,F,F,F
i know how to recharge,F,T,F,F,F,F,F,F,F
cashback on cabs,F,F,F,F,T,F,F,F,F
gwalior,F,F,F,F,F,T,F,F,F
wake me at 10,F,F,F,T,F,F,F,F,F
the review of peter,F,F,F,F,F,F,T,F,F
no msg from uber,F,F,F,F,T,F,F,F,F
drives,F,F,F,F,T,F,F,F,F
9950365621 pr karna tha or 9950365612 par ho giya he sir,F,T,F,F,F,F,F,F,F
"hey, can you set a wake up alarm for me? ⏰{task}",F,F,F,T,F,F,F,F,F
pics for all are also not available,F,F,F,F,T,F,F,F,F
baroda nizampura near courier center,F,F,F,F,F,T,F,F,F
raniganj to kolkata,F,F,F,F,T,F,F,F,F
house cleaning,F,F,T,F,F,F,F,F,F
i will order by mng,T,F,F,F,F,F,F,F,F
any train in afternoon,F,F,F,F,T,F,F,F,F
today offer on recharge,F,T,F,F,F,F,F,F,F
i need to book a kesari travel,F,F,F,F,T,F,F,F,F
"		i would like to cancel my `wish pooja di happy birthday!` reminder for sun, 05 march at 07:10 am { reminder_list: 470893, user_id: 1865861, task_name: birthday, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
3pm and remind to cancel membership,F,F,F,T,F,F,F,F,F
trains from aluva to chennai,F,F,F,F,T,F,F,F,F
want to going to gariyadhar,F,F,F,F,T,F,F,F,F
i am in ladies quata,F,F,F,F,T,F,F,F,F
i said i need tatkal booking seats on 2nd march,F,F,F,F,T,F,F,F,F
nearest aadhaar card enrollment center,F,F,F,F,F,T,F,F,F
"m from karnataka , yew mean il nt get doscount",T,F,F,F,F,F,T,F,F
call fk by 8...... credit card,F,F,F,T,F,F,F,F,F
my uber login number is 9351623758,F,F,F,F,T,F,F,F,F
11085,F,F,F,F,T,F,F,F,F
kya aap bata sakte hai ki sdc office kaha padega pincode 841226,F,F,F,F,F,T,F,F,F
please send me available tickets back to back,F,F,F,F,T,F,F,F,F
call me to wake me up,F,F,F,T,F,F,F,F,F
everyday is not coming in list,F,F,F,T,F,F,F,F,F
actually i want to know near by higher education cess office,F,F,F,F,F,T,F,F,F
all theaters,F,F,F,F,F,F,T,F,F
where is kandriy vidhyalye,F,F,F,F,F,T,F,F,F
tamil movies,F,F,F,F,F,F,T,F,F
in 5 mins,F,F,F,T,F,F,F,F,F
main i know the menu of haiku?,T,F,F,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 708357, user_id: 1823199, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
hi i need food today,T,F,F,F,F,F,F,F,F
cyber cafe,F,F,F,F,F,T,F,F,F
im not asking for webcheckin,F,F,F,F,T,F,F,F,F
available between,F,F,F,F,T,F,F,F,F
can i get a bus...,F,F,F,F,T,F,F,F,F
i will avail it tomorrow to pay postpaid bill,F,T,F,F,F,F,F,F,F
want to know abt postoffice near,F,F,F,F,F,T,F,F,F
i wished her,F,F,F,T,F,F,F,F,F
i got the message from indigo,T,F,F,F,T,F,F,F,F
but it is not reflecting in account,F,T,F,F,T,F,F,F,F
chandigarh - new delhi,F,F,F,F,T,T,F,F,F
lko to maa,F,F,F,F,T,F,F,F,F
hello wake up alarm please,F,F,F,T,F,F,F,F,F
book a cab pls,F,F,F,F,T,F,F,F,F
upcoming movie,F,F,F,F,F,F,T,F,F
for converting airtel bill to prepaid what are doc required,F,T,F,F,F,F,F,F,F
hospital,F,F,F,F,F,T,F,F,F
holiday special,F,F,F,F,T,F,F,F,F
i did not get coupon,F,T,F,F,T,F,F,F,F
nearest sbi atm,F,F,F,F,F,T,F,F,F
i wanna book a cab,F,F,F,F,T,F,F,F,F
return journey,F,F,F,F,T,F,F,F,F
can all reminders be cancelled?,F,F,F,T,F,F,F,F,F
how much amount will refund,T,T,F,F,T,F,T,F,F
i have to watch movies,F,F,F,F,F,F,T,F,F
can u arrange in rewari,F,F,F,F,T,F,F,F,F
530am,F,F,F,T,T,F,F,F,F
hi mum ahmedabad tickets,F,F,F,F,T,F,F,F,F
toll free,F,T,F,F,F,F,F,F,F
jorabagan,T,F,F,F,F,T,F,F,F
dwarka{task},F,F,F,F,F,F,T,F,F
i want to go ahemdabad 600 kms far from here can cab come there?,F,F,F,F,T,F,F,F,F
panjim *,F,F,F,F,T,T,F,F,F
cancel the wake up call for sunday 10:40 am,F,F,F,T,F,F,F,F,F
i want to know how will the cash back be added and in which account,F,T,F,F,T,F,F,F,F
can you help me with trains from haridwar to jodhpur,F,F,F,F,T,F,F,F,F
any offer on dth recharge,F,T,F,F,F,F,F,F,F
any other courts?,F,F,F,F,F,T,F,F,F
movie after9.30,F,F,F,F,F,F,T,F,F
send school list to murshid sir,F,F,F,T,F,F,F,F,F
and one reminder at 7 pm today for same,F,F,F,T,F,F,F,F,F
kankavli,F,F,F,F,T,F,F,F,F
i just crossed  surat,F,F,F,F,T,F,F,F,F
to call rehan,F,F,F,T,F,F,F,F,F
window seat i want,F,F,F,F,T,F,F,F,F
remind me to drink water everyday,F,F,F,T,F,F,F,F,F
hi can i recharge broadband,F,T,F,F,F,F,F,F,F
what is cashback,F,T,F,F,T,F,T,F,F
confirm which platform,F,F,F,F,T,F,F,F,F
can you help me out with schools for kid,F,F,F,F,F,T,F,F,F
good wine shop where i can get single malts and good wine,F,F,F,F,F,T,F,F,F
little long like 11 am to 11 pm,F,F,F,T,F,F,F,F,F
status?,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 700637, user_id: 1981149, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
need help on electrician,F,F,T,F,F,F,F,F,F
"		i would like to cancel my reminder for everyday at 07:30 am { reminder_list: 517800, user_id: 1925160, task_name: other, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"under the budget of rs 40,000 per head",F,F,F,F,T,F,F,F,F
dental hospital near me,F,F,F,F,F,T,F,F,F
every half n hour,F,F,F,T,F,F,F,F,F
sir i've make payment to idea secular through you .. that payment is not revived to idea.. and not refund to me .. now what to do with this..,F,T,F,F,F,F,F,F,F
for 11 th  march for silvassa by 4.00 pm from andheri,F,F,F,F,T,F,F,F,F
any offers on airtel perpaid,F,T,F,F,F,F,F,F,F
hey i wanted lounge near borivali kandivali area,T,F,F,F,F,F,F,F,F
who said ipl,F,F,F,F,F,T,F,F,F
show me some more places regarding my previous question,F,F,F,F,F,T,F,F,F
no. high rates and almost same time as car,F,F,F,F,T,F,F,F,F
there is no option for typing this code,F,T,F,F,T,F,F,F,F
i want train runing status tomorrow 12446,F,F,F,F,T,F,F,F,F
reminder to pick up a document,F,F,F,T,F,F,F,F,F
any movie's for kids,F,F,F,F,F,F,T,F,F
institution of engineering and technology north extension m.i.a near hotel,F,F,F,F,T,T,F,F,F
11.24pm it will be am not pm,F,F,F,T,F,F,F,F,F
i want to change my time preference,F,F,F,T,F,F,F,F,F
i want to reset the reminder.,F,F,F,T,F,F,F,F,F
pranay can u add a reminder for me,F,F,F,T,F,F,F,F,F
it's too costly....could u tell about train reservation seat availability,F,F,F,F,T,F,F,F,F
is thr any train from bangalore to chennai @ 10 r 11pm,F,F,F,F,T,F,F,F,F
can you find me hdfc bank atm near by?,F,F,F,F,F,T,F,F,F
what if i  go for return trip,F,F,F,F,T,F,F,F,F
nishant can u book both tickets separately but seats together???,F,F,F,F,T,F,F,F,F
how will i pay for this ride,F,F,F,F,T,F,F,F,F
docomo loan balance  no,F,T,F,F,F,F,F,F,F
"tel me air india flights,?",F,F,F,F,T,F,F,F,F
yeah..i cancelled my earlier for which there was a message from goibibo that i will get a refund of rs.1477,F,F,F,F,T,F,F,F,F
not junagadh dist,T,F,F,F,T,F,F,F,F
inox nashik phone number pls,F,F,F,F,F,F,T,F,F
wake me up today at 6am,F,F,F,T,F,F,F,F,F
i think from kolkata have flight to bhutan,F,F,F,F,T,F,F,F,F
which theatre in rajahmundry,F,F,F,F,F,F,T,F,F
call mum paa for anniversary,F,F,F,T,F,F,F,F,F
i wud like to have it everyday,F,F,F,T,F,F,F,F,F
can you give me number of nearby domino and pizza hut,T,F,F,F,F,T,F,F,F
i have not booked the ticket yet. how can i provide pnr number ?,F,F,F,F,T,F,F,F,F
"		i want to know availability and fare in sleeper (sl) in train number 12802{product_id:12802_ndls_pnme,api_name:trains_api}",F,F,F,F,T,F,F,F,F
want to eat lasagna,T,F,F,F,F,F,F,F,F
can u do the same daily,F,F,F,T,T,F,F,F,F
why i couldn't order,T,F,F,F,F,F,F,F,F
from cst station,F,F,F,F,T,F,F,F,F
after 2 days,F,F,T,T,T,F,F,F,F
where i can eat chhole bhature at 6 am,T,F,F,F,F,F,F,F,F
carpentar,F,F,T,F,F,F,F,F,F
places to visit in sector 17 chandigarh?,F,F,F,F,T,T,F,F,F
pune,T,F,T,F,T,T,T,F,F
i want to book 3 rides,F,F,F,F,T,F,F,F,F
i want to you to remind me that i need to get my debit card from my brother,F,F,F,T,F,F,F,F,F
with 75 cash back,F,F,F,F,T,F,F,F,F
then how do i get cash back,F,T,F,F,T,F,F,F,F
mussoorie,F,F,F,F,T,F,F,F,F
5/2/2017,F,F,F,T,T,F,T,F,F
in seasons mall magarpatta,T,F,F,F,F,F,T,F,F
doha to kochi,F,F,F,F,T,F,F,F,F
i have not received the ticket,F,F,F,F,T,F,F,F,F
delete all my reminders,F,F,F,T,F,F,F,F,F
dubai,F,F,F,F,F,T,F,F,F
"if i take a ride in cash, will i get the cashback",F,F,F,F,T,F,F,F,F
remind me to get up to play,F,F,F,T,F,F,F,F,F
why have i received lesser refund?,F,F,F,F,T,F,F,F,F
mas to ald,F,F,F,F,T,F,F,F,F
how will it applied against my vodafone postpaid bill?,F,T,F,F,F,F,F,F,F
any in bagdogra,F,F,F,F,F,T,F,F,F
cancel d last remainder,F,F,F,T,F,F,F,F,F
bill payments of mobile only?,F,T,F,F,F,F,F,F,F
lko to del 4.03.2017 one passenger or one way or economy class,F,F,F,F,T,F,F,F,F
only axis bank atm..,F,F,F,T,F,F,F,F,F
i don't want to book later,F,F,T,F,T,F,T,F,F
every 2 hr,F,F,F,F,F,T,F,F,F
i want uber cab,F,F,F,F,T,F,F,F,F
plz alert me for exercise,F,F,F,T,F,F,F,F,F
122001,F,F,F,F,T,F,F,F,F
i want a drinks right now,T,F,F,F,F,F,F,F,F
i want to pay by card,T,F,F,F,T,F,F,F,F
are u providing ny cashback for bses bill payment,F,T,F,F,F,F,F,F,F
any movie offers?,F,F,F,F,F,F,T,F,F
set another reminder {type: wake up},F,F,F,T,F,F,F,F,F
its a 4ft table,T,F,F,F,F,F,F,F,F
can i go for the movie i'm 15,F,F,F,F,F,F,T,F,F
i would like to know nearby aquarium service centre for home service of fish aquarium.,F,F,F,F,F,T,F,F,F
tarkarli,T,F,T,F,T,T,T,F,F
is there a coupon that i can use while rechargeing,F,T,F,F,F,F,F,F,F
it doesnt have seat number,F,F,F,F,T,F,F,F,F
damohnaka  jabalpur mp,F,F,F,F,T,T,F,F,F
any deals in pancakes,T,F,F,F,F,F,F,F,F
receipt of my bill payment?,F,T,F,F,F,F,F,F,F
"		i would like to cancel my wake up call for mon, 06 march at 07:00 am { reminder_list: 725806, user_id: 1986557, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
what are its conditions,F,F,F,F,T,F,F,F,F
for wake up call,F,F,F,T,F,F,F,F,F
wait i need to go to the domestic airport kolkata,F,F,F,F,T,F,F,F,F
"cud u plz remind me to take my mom's hospital id card from my office, by 11am?",F,F,F,F,F,T,F,F,F
reminder call please,F,F,F,T,F,F,F,F,F
call me at every 2 hr,F,F,F,T,F,F,F,F,F
"wish birthday	name: manisha	date: march 2, 2018	time: 12 00 am",F,F,F,T,F,F,F,F,F
pls remind me to call syed triplicane,F,F,F,T,F,F,F,F,F
please provide cab confirmation,F,F,F,F,T,F,F,F,F
close water reminder,F,F,F,T,F,F,F,F,F
i got mail that my cashback will expire,F,T,F,F,T,F,F,F,F
any offer ?,F,T,T,F,T,F,T,F,F
cafe coffee day near by me ?,F,F,F,F,F,T,F,F,F
i want shawarma,T,F,F,F,F,F,F,F,F
12321,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 05:30 am { reminder_list: 684662, user_id: 1702583, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
plz send me no of kenya airlines,F,F,F,F,T,F,F,F,F
any offer for rechrge ?,F,T,F,F,F,F,F,F,F
please help me find oriental bank of commerce near me,F,F,F,F,F,T,F,F,F
wake up at 8:15 pm,F,F,F,T,F,F,F,F,F
no i want recharge my videocon d2h,F,T,F,F,F,F,F,F,F
5 am require can to drop airport,F,F,F,F,T,F,F,F,F
t&c of offer,F,T,F,F,T,F,T,F,F
i need monthly reminder,F,F,F,T,F,F,F,F,F
gyms near me,F,F,F,F,F,T,F,F,F
i need kb mart address,F,F,F,F,F,T,F,F,F
no make me remind for exercise by 6.45pm,F,F,F,T,F,F,F,F,F
ticket i have already send,F,F,F,F,T,F,F,F,F
set reminder to drink water only on weekends,F,F,F,T,F,F,F,F,F
book a sharing cab,F,F,F,F,T,F,F,F,F
"		i want to know availability and fare in ac 3 tier (3a) in train number 22660{product_id:22660_nzm_mao,api_name:trains_api}",F,F,F,F,T,F,F,F,F
wake me up at 8 am today,F,F,F,T,F,F,F,F,F
ratika bcs12 comfirmation  monday 6-3-2017,F,F,F,F,T,F,F,F,F
book me cab,F,F,F,F,T,F,F,F,F
so can u book a car for it,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 05:30 pm { reminder_list: 685273, user_id: 1966802, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
5th mrch i have no train no sir,F,F,F,F,T,F,F,F,F
this month 3rd week mobile bill payment,F,T,F,F,F,F,F,F,F
i don't want notification for drinking water,F,F,F,T,F,F,F,F,F
hii do u have any dth coupan,F,T,F,F,F,F,F,F,F
please enter the locations i've given,F,F,F,F,T,F,F,F,F
at 4 am today,F,F,F,T,T,F,F,F,F
telugu film,F,F,F,F,F,F,T,F,F
near by vegetable stores,F,F,F,F,F,T,F,F,F
i need contact numbers of workers who mount leds and lcds on wall.,F,F,T,F,F,F,F,F,F
i am talking about flights,F,F,F,F,T,F,F,F,F
i thought there will be a cashback offer that's why i want to book a ticket,F,F,F,F,T,F,T,F,F
it is difficult to book cab in this,F,F,F,F,T,F,F,F,F
"hi, i want to book uberpool - 1 seat {product_id:59e13de0-823e-4856-b031-073305dd6c07, api_name:uber, product_name:uberpool - 1 seat, seat_count:1}",F,F,F,F,T,F,F,F,F
no other deal?,T,F,F,F,F,F,F,F,F
baahubali 2,F,F,F,F,F,F,T,F,F
can you please book a match tickets for ipl 2017 1st match,F,F,F,F,F,F,T,F,F
i will tell u the time and flight,F,F,F,F,T,F,F,F,F
in goa,T,F,F,F,F,F,T,F,F
todayy,F,F,T,T,T,F,T,F,F
no i dnt want train,F,F,F,F,T,F,F,F,F
delhi,T,F,T,F,T,F,F,F,F
how do i get from borivali railway station to terminal 1b,F,F,F,F,T,F,F,F,F
i have flight on 24th,F,F,F,F,T,F,F,F,F
it's far away mam,F,F,F,F,F,T,F,F,F
i am looking for shortest not for cheapest..,F,F,F,F,T,F,F,F,F
30 feb,F,F,F,T,T,F,F,F,F
hey can you find me the near by gift shop ?,F,F,F,F,F,T,F,F,F
lko to delhi,F,F,F,F,T,F,F,F,F
cinema,F,F,F,F,F,F,T,F,F
near by me ?,F,F,F,F,F,T,F,F,F
"i would like to cancel my medicine reminder for everyday at 08:00 pm { reminder_list: 709577, user_id: 1983004, task_name: medicine, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 654593, user_id: 1966821, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
can i order pizza and pay through my debit card?,T,F,F,F,F,F,F,F,F
any offers on train ticket booking,F,F,F,F,T,F,F,F,F
i want also water activity nd one time travel in cruise,F,F,F,F,T,F,F,F,F
charges ?,T,T,T,F,T,F,T,F,F
tomorrow morning virar to surat train details,F,F,F,F,T,F,F,F,F
yazdani bakery,F,F,F,F,F,T,F,F,F
ratnagiti superfast,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 720283, user_id: 1985188, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
no need to make a call in the morning at 8am to remind for 2 glass of water empty stomach,F,F,F,T,F,F,F,F,F
i need ola,F,F,F,F,T,F,F,F,F
cheapest ticket in faridabad,F,F,F,F,T,F,F,F,F
have you sent it?,F,F,F,F,T,F,F,F,F
bollywood,F,F,F,F,F,F,T,F,F
remonder will be 8:00am,F,F,F,T,F,F,F,F,F
the household item,F,F,T,F,F,F,F,F,F
is there any offer for logan?,F,F,F,F,F,F,T,F,F
but wanna remove the phone remunder,F,F,F,T,F,F,F,F,F
any restaurant that is open right now and delivers in my area ?,T,F,F,F,F,F,F,F,F
u can wake up that time to me,F,F,F,T,F,F,F,F,F
return details from hyderabad to delhi,F,F,F,F,T,F,F,F,F
send me the history for 3 cashback of 75/- for cab rides??,F,F,F,F,T,F,F,F,F
drink water,F,F,F,T,F,F,F,F,F
show me cheapest,F,F,F,F,T,F,F,F,F
i want a restaurant where momos are available,F,T,F,F,F,F,F,F,F
da pizza link please,T,F,F,F,F,F,F,F,F
can you hold ticket by 2 pm,F,F,F,F,T,F,F,F,F
cheapest flight from new delhi to dubai,F,F,F,F,T,F,F,F,F
is any restaurant available in gwalior ?,T,F,F,F,F,T,F,F,F
help me to get a connection train from chennai to kollam,F,F,F,F,T,F,F,F,F
i want a reminder  only for tomorrow . but their are some different words to b said,F,F,F,T,F,F,F,F,F
ok 6a.m,F,F,F,T,T,F,F,F,F
i want deactivate call reminder,F,F,F,T,F,F,F,F,F
can you find a flower shop nearby,F,F,F,F,F,T,F,F,F
i want to cancel my wake up call,F,F,F,T,F,F,F,F,F
can yu punch in manually: c6/121c keshav puram lawrence road,T,F,T,F,T,T,T,F,F
you could stop the reminder for drinking water. it has come into my habit of drinking in regular intervals. 	and you may stop the medicine reminder as well.,F,F,F,T,F,F,F,F,F
