message,food,support,reminders,movies,nearby,travel,recharge,ipl,casual,other
need core cutting services,F,F,F,F,F,F,F,F,F,T
actually her b day as 27th jus i need a reminder day before.,F,F,T,F,F,F,F,F,F,F
can you please cancel my train tickets,F,F,F,F,F,T,F,F,F,F
"to send an estimate of front , rear brake and additional time for diagnosing the under body noose",F,F,F,F,T,F,F,F,F,T
my location u got,T,F,F,F,T,F,F,F,F,F
sorry wrong message,F,F,F,F,F,F,F,F,T,F
Tell me the rout for go lonavala to domestic airport Mumbai,F,F,F,F,F,T,F,F,F,F
I would like to buy Audi car,F,F,F,F,F,F,F,F,F,T
cesc not there,F,F,F,F,F,F,F,F,T,F
yi,F,F,F,F,F,F,F,F,T,F
Look for flight ticket,F,F,F,F,F,T,F,F,F,F
check tickets from chennai to melbourne,F,F,F,F,F,T,F,F,F,F
any tiffin service available here,F,T,F,F,F,F,F,F,F,F
please check the special coupons for particular user.,F,F,F,F,F,T,T,F,F,F
Asus authorized service center for laptop,F,T,F,F,F,F,F,F,F,F
"		i want to know availability and fare in ac first class (1a) in train number 22691{product_id:22691_sbc_sc,api_name:trains_api}",F,F,F,F,F,T,F,F,F,F
Cancel this reminder,F,F,T,F,F,F,F,F,F,F
we  can no find  location,F,F,F,F,T,T,F,F,F,F
not rangoon it's logan,F,F,F,T,F,F,F,F,F,F
car wash center,F,T,F,F,F,F,F,F,F,F
should i get the ₹75 discount with this app,F,F,F,F,F,T,F,F,F,F
which two teams are playing next,F,F,F,F,F,F,F,T,F,F
should i get 50 cash back more?,F,F,F,F,F,T,T,F,F,F
who has qualified for finals,F,F,F,F,F,F,F,T,F,F
remind me to call jaswinder lead at 12 noon tomorrow,F,F,T,F,F,F,F,F,F,F
pnr number 8656386857 cancel tickets amount not my account please help,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 691373, user_id: 1819129, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
who has been the best bowler so far,F,F,F,F,F,F,F,T,F,F
2 adults,F,F,F,F,F,T,F,F,F,F
give me info about nikon l120,F,F,F,F,F,F,F,F,F,T
_date_ s match update,F,F,F,F,F,F,F,T,F,F
actually i want book a ticket of volvo's or sleeper coach,F,F,F,F,F,T,F,F,F,F
We need good stylish slipper men,F,F,F,F,F,F,F,F,F,T
"i would like to cancel my reminder for everyday at 08:00 am { reminder_list: 639637, user_id: 1683001, task_name: other, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
who won the match between pune and rcb,F,F,F,F,F,F,F,T,F,F
Remind me tomorrow to buy a cake for a friend whose birthday is on 17th of September,F,F,T,F,F,F,F,F,F,F
Suggest a good vaccum cleaner below 5k,F,F,F,F,F,F,F,F,F,T
kuthampaakkam,F,F,F,F,T,T,F,F,F,F
can you tell me current score,F,F,F,F,F,F,F,T,F,F
What is the difference between appliance repair and handyman services ??,F,T,F,F,F,F,F,F,F,F
the team combinations were wrong which mohitkalyani send me i greatly dislike it,F,F,F,F,F,F,F,T,F,F
i got 3 calls,F,F,T,F,F,F,F,F,F,F
wanna order pizza,T,F,F,F,F,F,F,F,F,F
it's not credited.,F,F,F,F,F,F,F,F,T,F
when is the match of india in t _numeral_ world cup,F,F,F,F,F,F,F,T,F,F
yes plz go ahead,F,F,F,F,F,F,F,F,T,F
send me _date_ s scores,F,F,F,F,F,F,F,T,F,F
Are there any coupons for kfc,T,F,F,F,F,F,F,F,F,F
i want dance classes,F,T,F,F,F,F,F,F,F,F
no i want the bus.,F,F,F,F,F,T,F,F,F,F
full score board wi vs afs,F,F,F,F,F,F,F,T,F,F
just checking the rates now,T,T,F,T,F,T,T,F,F,F
do you also text on my behalf,F,F,F,F,F,F,F,F,T,F
I asked to set reminder for afternoon,F,F,T,F,F,F,F,F,F,F
good nyt,F,F,F,F,F,F,F,F,T,F
has downloaded app with my ref code,F,F,F,F,F,F,F,F,T,F
SBI pls,F,F,F,F,T,F,F,F,F,F
Okay no problem book me scoot black color t_shirt,F,F,F,F,F,F,F,F,F,T
what do you think who will going to win the match,F,F,F,F,F,F,F,T,F,F
Some me the shows available,F,F,F,T,F,F,F,F,F,F
of course,F,F,F,F,F,F,F,F,T,F
yah shreya,F,F,F,F,F,F,F,F,T,F
plzz... find cheaper flight as in indigo,F,F,F,F,F,T,F,F,F,F
something new,F,F,F,F,F,F,F,F,T,F
hi i want to invest in share market,F,F,F,F,T,F,F,F,F,F
can i have detail score board of rising pune vs king,F,F,F,F,F,F,F,T,F,F
flight status,F,F,F,F,F,T,F,F,F,F
england won whatta match,F,F,F,F,F,F,F,T,F,F
can you please remind me to pay my internet bill on 16th march at 10:00 am,F,F,T,F,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 684427, user_id: 1977653, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
nethradhama hospital contact no.,F,F,F,F,T,F,F,F,F,F
There is no cash in the atm of near btl college can u find sbm atm near chandapura?,F,F,F,F,T,F,F,F,F,F
jio prime member ship information,F,F,F,F,F,F,T,F,F,F
pub,F,F,F,F,T,F,F,F,F,F
Free recharge,F,F,F,F,F,F,T,F,F,F
"i want to know availability and fare in sleeper (sl) in train number 17305{product_id:17305_pune_gwl,api_name:trains_api}",F,F,F,F,F,T,F,F,F,F
who will win _date_ match,F,F,F,F,F,F,F,T,F,F
it was nice talking to u too..very helpful responses,F,F,F,F,F,F,F,F,T,F
exam,F,F,F,F,F,F,F,F,T,F
i asking for hotel rooms,F,F,F,F,F,T,F,F,F,F
I want a flight on 3rd of feb,F,F,F,F,F,T,F,F,F,F
I would like to know if there are any other mi smartphones under my budget apart from the above suggested smartphones.,F,F,F,F,F,F,F,F,F,T
i want in shoprix,F,F,F,F,T,F,F,F,F,F
pranay,F,F,F,F,F,F,F,F,T,F
i haven't  got  any  emails,F,F,F,F,F,T,T,F,F,F
can u please tel my mobile is moto z play how set own ringtone it's only company ringtone setting,F,F,F,F,F,F,F,F,F,T
remind me for dress alteration for the evening,F,F,T,F,F,F,F,F,F,F
remind me that i have check my mails @ 10.30 am,F,F,T,F,F,F,F,F,F,F
_date_ any matches,F,F,F,F,F,F,F,T,F,F
Samsung,F,F,F,F,F,F,F,F,F,T
when is ladies indian team match on which channel india pakistan,F,F,F,F,F,F,F,T,F,F
cab,F,F,F,F,F,T,F,F,F,F
dont book date not fixed,F,F,F,F,F,T,F,F,F,F
I like more options on adidas,F,F,F,F,F,F,F,F,F,T
do you know who is this,F,F,F,F,F,F,F,F,F,T
delhi vs kolkata,F,F,F,F,F,F,F,T,F,F
vijayawada to surat,F,F,F,F,F,T,F,F,F,F
i want top _numeral_ batsmen with high scores in ipl,F,F,F,F,F,F,F,T,F,F
I wanted to book a taxi,F,F,F,F,F,T,F,F,F,F
let me know the ticket charges to srinagar,F,F,F,F,F,T,F,F,F,F
will i get all cricket score status,F,F,F,F,F,F,F,T,F,F
is there any movie,F,F,F,T,F,F,F,F,F,F
since this is important,F,F,F,F,F,F,F,F,T,F
hi punit,F,F,F,F,F,F,F,F,T,F
Have u check in indigo,F,F,F,F,F,T,F,F,F,F
any other restraunts for birthday treat for 7 members,T,F,F,F,F,F,F,F,F,F
is dis done,F,F,F,F,F,F,F,F,T,F
find me a ent doctor for me in vellore,F,F,F,F,T,F,F,F,F,F
Name the reminder BOOZE,F,F,T,F,F,F,F,F,F,F
pediatrician in kanpur,F,F,F,F,T,F,F,F,F,F
remind me tomorrow morning at 10 to send cadbury 3mw quote,F,F,T,F,F,F,F,F,F,F
I looking for casual shoe with light weight.high sole but comfortable leather or shine top high ankle,F,F,F,F,F,F,F,F,F,T
wts the offer on paytm,F,F,F,F,F,F,T,F,F,F
misunderstanding....,F,F,F,F,F,F,F,F,T,F
Tour towards pokhera Nepal from sikkim,F,F,F,F,F,T,F,F,F,F
nthng much thanks,F,F,F,F,F,F,F,F,T,F
near,F,F,F,F,T,F,F,F,F,F
can i shop using your app?,F,F,F,F,F,F,F,F,F,T
Gnt,F,T,F,F,F,F,F,F,F,F
travel from mumbai to shirdi,F,F,F,F,F,T,F,F,F,F
sunday brunch,T,F,F,F,F,F,F,F,F,F
i have not received the ticket,F,F,F,F,F,T,F,F,F,F
i want to recharge for aircel no,F,F,F,F,F,F,T,F,F,F
haven't got reminder call for nikunj thakkar today's,F,F,T,F,F,F,F,F,F,F
i just recharged but recharge not done,F,F,F,F,F,F,T,F,F,F
For every day reminder,F,F,T,F,F,F,F,F,F,F
i need phone number of kvb bank,F,F,F,F,T,F,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 06:00 am { reminder_list: 683082, user_id: 1977223, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
"I have a trip to Coimbatore , hyderabad banglore and chennai , couldn't plan where to go first. That a business trip and I have luggage with no so can't take flight due to excess baggae",F,F,F,F,F,T,F,F,F,F
flight for goa on 14 th march 2017 from delhi,F,F,F,F,F,T,F,F,F,F
i have a question..,F,F,F,F,F,F,F,F,T,F
*at,F,F,F,F,F,F,F,F,T,F
can u chat in hindi...,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my to-do reminder for everyday at 08:00 am { reminder_list: 510754, user_id: 1758429, task_name: to_do, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
I need a reminder at  1515hrs tomorrow for not to forget carrying stuff to Shillong,F,F,T,F,F,F,F,F,F,F
Can you check for flights from delhi to bangalore,F,F,F,F,F,T,F,F,F,F
wow kohli,F,F,F,F,F,F,F,T,F,F
possible h ye,F,F,F,F,F,F,F,F,F,F
whats todays ipl match,F,F,F,F,F,F,F,T,F,F
who is caption of gujarat,F,F,F,F,F,F,F,T,F,F
lunch cost,T,F,F,F,F,F,F,F,F,F
hi!!!,F,F,F,F,F,F,F,F,T,F
Is there any common complaints for the white color of iphone 5s??I mean any fading problem?,F,F,F,F,F,F,F,F,F,T
hyderabad to mumbai trains list,F,F,F,F,F,T,F,F,F,F
any cashack ?,F,F,F,F,F,T,T,F,F,F
i am planning to go to patna on 12 march,F,F,F,F,F,T,F,F,F,F
No..I want Redmi 3s prime,F,F,F,F,F,F,F,F,F,T
service provider is,F,F,F,F,F,F,T,F,F,F
where is ky money,T,T,F,T,F,T,T,F,F,F
"i want to buy a new phone in btw 25,000 to 30,000 but i am confused",F,F,F,F,F,F,F,F,F,T
can i get confirmation in few minutes about cab booking,F,F,F,F,F,T,F,F,F,F
hello are you there,F,F,F,F,F,F,F,F,T,F
"hi, i want to book uberpool - 1 seat {product_id:59e13de0-823e-4856-b031-073305dd6c07, api_name:uber, product_name:uberpool - 1 seat, seat_count:1}",F,F,F,F,F,T,F,F,F,F
PVR milap Kandivali,F,F,F,T,F,F,F,F,F,F
i want to stop the wake up call,F,F,T,F,F,F,F,F,F,F
i didn't received the cash back of the last ride,F,F,F,F,F,T,F,F,F,F
i need to order a pastry,T,F,F,F,F,F,F,F,F,F
gorakhpur jana h yha se,F,F,F,F,F,T,F,F,F,F
kaniyakumari,F,F,F,F,F,T,F,F,F,F
pooja 😘,F,F,F,F,F,F,F,F,T,F
players of gujarat team please,F,F,F,F,F,F,F,T,F,F
i need 15 such name and contact numbers,F,F,F,F,F,F,F,F,F,T
can you please call me whenever kkr s match is there,F,F,F,F,F,F,F,T,F,F
really virat kohli is such a fantabulous player,F,F,F,F,F,F,F,T,F,F
Train reservetion nagpur to ajmeer,F,F,F,F,F,T,F,F,F,F
15036 sampark. Kranti,F,F,F,F,F,T,F,F,F,F
wt about score,F,F,F,F,F,F,F,T,F,F
can you tell me _date_ whose match is there in worldt _numeral_,F,F,F,F,F,F,F,T,F,F
i need details reg movie shows in palazzo cinemas,F,F,F,T,F,F,F,F,F,F
"thanks a lot for d reminder, sneha!!!",F,F,T,F,F,F,F,F,F,F
How to go to Kas Pathar from Pune,F,F,F,F,F,T,F,F,F,F
stop sending update of ipl,F,F,F,F,F,F,F,T,F,F
i want just inquary about new car wagon r letest modal can u plz chek for me price and emi option,F,F,F,F,F,F,F,F,F,T
is tis system generated message,F,F,F,F,F,F,F,F,T,F
from zhengzhou to kolkatta,F,F,F,F,F,T,F,F,F,F
kindly imform me regarding t _numeral_ final match first,F,F,F,F,F,F,F,T,F,F
how can i get,F,F,F,F,F,F,F,F,T,F
stop reminder for drinking water,F,F,T,F,F,F,F,F,F,F
overs remaining for rcb,F,F,F,F,F,F,F,T,F,F
I want a mobile under 10k,F,F,F,F,F,F,F,F,F,T
but all these options are given through zomato how should i redeem your coupon,T,F,F,F,F,F,F,F,F,F
Show timing for pink at Konark esquare ..!,F,F,F,T,F,F,F,F,F,F
"Yes, can u find the same above tshirt ?",F,F,F,F,F,F,F,F,F,T
"		i would like to cancel my wake up call for sun, 05 march at 05:01 am { reminder_list: 707245, user_id: 1982442, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Nearest school,F,F,F,F,T,F,F,F,F,F
can you call me at 2 53 am,F,F,T,F,F,F,F,F,F,F
14524,F,F,F,F,F,T,T,F,F,F
7 oct ko delhi to dhanbad train ki details batiye,F,F,F,F,F,T,F,F,F,F
give me the list of top richest of bollyhood?,F,F,F,F,F,F,F,F,F,T
this is regarding a task to be done at hyd,F,F,F,F,F,T,F,F,F,F
others,F,F,F,F,F,F,F,F,T,F
yeah.. it opens at 10am.. found it thanks,F,F,F,F,F,F,F,F,T,F
which team is the leading in scoring sixes this ipl,F,F,F,F,F,F,F,T,F,F
check pnr,F,F,F,F,F,T,F,F,F,F
"Cheapest way to reach from MM university, Mullana to Ambala Cantt?",F,F,F,F,F,T,F,F,F,F
maharashtra,T,T,F,T,T,T,T,F,F,F
the remote is of samsung,F,T,F,F,F,F,F,F,F,F
no. thanks,F,F,F,F,F,F,F,F,T,F
how can i get remainder..by message r call ..,F,F,T,F,F,F,F,F,F,F
"i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 271607, user_id: 937002, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
do you have any contact details of them,F,F,F,F,T,F,F,F,F,F
Is it possible to book a cab for a day,F,F,F,F,F,T,F,F,F,F
Reliance gsm...rate cutter...,F,F,F,F,F,F,T,F,F,F
no you booking please,F,F,F,F,F,T,F,F,F,F
thanks sachin,F,F,F,F,F,F,F,F,T,F
icicles atm,F,F,F,F,T,F,F,F,F,F
hry,F,F,F,F,F,F,F,F,T,F
any offer for me,T,T,F,T,F,T,T,F,F,F
what can i get for 345rs recharge of airtel network. ?,F,F,F,F,F,F,T,F,F,F
Dark colours,F,F,F,F,F,F,F,F,F,T
Can you schedule the same reminder call for everyday,F,F,T,F,F,F,F,F,F,F
who bowled the last over,F,F,F,F,F,F,F,T,F,F
can i have full score card,F,F,F,F,F,F,F,T,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 721826, user_id: 1985543, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
i want any coupon,T,T,F,T,F,T,T,F,F,F
i have a doubt,F,F,F,F,F,F,F,F,T,F
are there any offers available for train ticket booking?,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for everyday at 07:00 am { reminder_list: 666431, user_id: 1908871, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
status of _date_ match,F,F,F,F,F,F,F,T,F,F
i want a reminder for tom,F,F,T,F,F,F,F,F,F,F
shutup fuck your mom,F,F,F,F,F,F,F,F,T,F
adders,F,F,F,F,F,F,F,F,F,T
ipl match time tebal,F,F,F,F,F,F,F,T,F,F
when ever i want i message uu,F,F,F,F,F,F,F,F,T,F
Can you find me a flight from kolkata to kochi direct? ?,F,F,F,F,F,T,F,F,F,F
i have tried paying my mobile bill from your app 3 times,F,F,F,F,F,F,T,F,F,F
I want to buy sex toy,F,F,F,F,F,F,F,F,F,T
coupons for ola,F,F,F,F,F,T,F,F,F,F
Any purple or vine colour full sleeves t shirt is there?,F,F,F,F,F,F,F,F,F,T
i need full fields,F,F,F,F,F,F,F,F,F,T
i already send to you,F,F,F,F,F,F,F,F,T,F
Bengali movie.,F,F,F,T,F,F,F,F,F,F
Is any KFC offer is there ?,T,F,F,F,F,F,F,F,F,F
just try one last time with 9176625242,F,F,F,F,F,T,F,F,F,F
me to,F,F,F,F,F,F,F,F,T,F
Can I get details of xaomi mi 5s and 6s plus,F,F,F,F,F,F,F,F,F,T
_date_ ipl schedule,F,F,F,F,F,F,F,T,F,F
Plz send evening trains today,F,F,F,F,F,T,F,F,F,F
no thanks....,F,F,F,F,F,F,F,F,T,F
Can I set the alarm for different number??,F,F,T,F,F,F,F,F,F,F
wine shops near me?,F,F,F,F,T,F,F,F,F,F
call kyu ni kiya water drink k liye,F,F,T,F,F,F,F,F,F,F
could u help to get a refrigerator that is of 2 star or 3 star which will cost 8 k,F,F,F,F,F,F,F,F,F,T
give me score updates,F,F,F,F,F,F,F,T,F,F
I need to buy Phillips trimmer,F,F,F,F,F,F,F,F,F,T
Chemistry cafe in Lucknow,T,F,F,F,F,F,F,F,F,F
what are _date_ s ipl matches,F,F,F,F,F,F,F,T,F,F
dont book through cash payment method select ola money,F,F,F,F,F,T,F,F,F,F
remind to go to gm rail on 9th march,F,F,T,F,F,F,F,F,F,F
9509213461 reliance data best offer,F,F,F,F,F,F,T,F,F,F
Hi gopro camera need to buy,F,F,F,F,F,F,F,F,F,T
Footwear,F,F,F,F,F,F,F,F,F,T
Can u find me any HDFC bank ATM  ?,F,F,F,F,T,F,F,F,F,F
hey buddy,F,F,F,F,F,F,F,F,T,F
who will win _date_ and why,F,F,F,F,F,F,F,T,F,F
5:25am okay?,F,F,T,F,F,T,F,F,F,F
could you please tell me the score for the last match against kkr individual scores of virats and ab,F,F,F,F,F,F,F,T,F,F
same 9 march,F,F,T,F,F,F,F,F,F,F
har over me score update kro,F,F,F,F,F,F,F,T,F,F
tell me tickets available for uppal stadium on _date_ ipl match,F,F,F,F,F,F,F,T,F,F
how to get job at haptik,F,F,F,F,T,F,F,F,T,F
tell me fast bro plzz,F,F,F,F,F,F,F,F,T,F
hi rishi,F,F,F,F,F,F,F,F,T,F
koi nahi kal batauga ki kaya kerna hai..aap b soo jao raat bhut ho gai.... kal morning me bus ek cab book ker dena mere liye ok...time morning me hi bata pauga.. ok,F,F,F,F,F,F,F,F,F,F
can you tell who won _date_ s match,F,F,F,F,F,F,F,T,F,F
hi! i want to pay my phone bill.{task},F,F,F,F,F,F,T,F,F,F
thanx buddy,F,F,F,F,F,F,F,F,T,F
wt abt _date_ s schedule,F,F,F,F,F,F,F,T,F,F
rasemi,F,F,F,F,F,F,F,F,T,F
than u,F,F,F,F,F,F,F,F,T,F
vs pakisthan,F,F,F,F,F,F,F,T,F,F
can you tell me the next schedules of rps matches,F,F,F,F,F,F,F,T,F,F
on  11 the only for different timings,F,F,F,F,F,T,F,F,F,F
Axic bank,F,F,F,F,T,F,F,F,F,F
I want Bluetooth mouse,F,F,F,F,F,F,F,F,F,T
discuss nahi kiya par hum janna hei,F,F,F,F,F,F,F,F,T,F
i have reach at 12 can you give me reminder at 11am,F,F,T,F,F,F,F,F,F,F
Any food dil every at ujjain,T,F,F,F,F,F,F,F,F,F
switch off my reminder,F,F,T,F,F,F,F,F,F,F
Hi am looking for a good basket ball shoes,F,F,F,F,F,F,F,F,F,T
can you please find me the nearest metro station,F,F,F,F,T,F,F,F,F,F
hey M in meerut at miet I want south indian cusine cn u temme any gud restaurant,T,F,F,F,F,F,F,F,F,F
can you tell me the score for _date_ s match,F,F,F,F,F,F,F,T,F,F
yes ola account,F,F,F,F,F,T,F,F,F,F
9 am plz,F,F,T,F,F,F,F,F,F,F
inspection charge??,F,T,F,F,F,F,F,F,F,F
icici atm,F,F,F,F,T,F,F,F,F,F
i have one child,F,F,F,F,F,T,F,F,F,F
tell me tha timing of indian railway,F,F,F,F,F,T,F,F,F,F
can i get phone number of raichur motorola service centre raichur,F,F,F,F,T,F,F,F,F,F
please remind me again after two hour,F,F,T,F,F,F,F,F,F,F
i find the nearest atm,F,F,F,F,T,F,F,F,F,F
yes sure,F,F,F,F,F,F,F,F,T,F
some important work within 3 month,F,F,T,F,F,F,F,F,F,F
pls cnfrm my movie tickets,F,F,F,T,F,F,F,F,F,F
may _numeral_ and may _numeral_ matches remind an hour before schedule time,F,F,F,F,F,F,F,T,F,F
mumbai only,T,F,F,T,F,T,F,F,F,F
hai,F,F,F,F,F,F,F,F,T,F
Bank of maharastra,F,F,F,F,T,F,F,F,F,F
right???,F,F,F,F,F,F,F,F,T,F
Andaman nd Pondicherry mai scuba diving hoti hai,F,F,F,F,F,T,F,F,F,F
how much cost...,T,T,F,T,T,T,F,F,F,F
please score,F,F,F,F,F,F,F,T,F,F
you should call me after 45 minutes,F,F,T,F,F,F,F,F,F,F
then remind me to select restraunt today at 11 am. .,F,F,T,F,F,F,F,F,F,F
100 k recharge pe coupon code apply kiya tha,F,F,F,F,F,F,T,F,F,F
and have to return back from there,F,F,F,F,F,T,F,F,F,F
which shows are currently going at r deccan,F,F,F,T,F,F,F,F,F,F
i boarded 12618 train,F,F,F,F,F,T,F,F,F,F
Mobile Phone repair,F,F,F,F,F,F,F,F,F,T
last match update,F,F,F,F,F,F,F,T,F,F
Xolo service center,F,T,F,F,F,F,F,F,F,F
Yw,F,T,F,F,F,F,F,F,F,F
iam asking abt the flight fare of coming monday,F,F,F,F,F,T,F,F,F,F
i just want to order a normal garlic bread,T,F,F,F,F,F,F,F,F,F
Book the tickets of inkokkadu,F,F,F,T,F,F,F,F,F,F
nice! was just checking,F,F,F,F,F,F,F,F,T,F
I need a train for tonight from Ludhiana to delhi,F,F,F,F,F,T,F,F,F,F
Yes i want the chepest fair for pune to amravati at 27 octoumber 2016,F,F,F,F,F,T,F,F,F,F
"can u find closest emission test center to vamanjoor, mangalore",F,F,F,F,F,F,F,F,F,T
any cheap flight tkt,F,F,F,F,F,T,F,F,F,F
i need your help to find out a location,F,F,F,F,T,F,F,F,F,F
delhi s next match,F,F,F,F,F,F,F,T,F,F
meko to sab jhatka wala lag raha hai jo k hamare khana haram hai.... or haan restaurant choose kiya lekin usme kisi ne bhee ye mentioned nhi kiya hai k halal hai..,T,F,F,F,F,F,F,F,F,F
I need the specifications of the iphone 6 128 gb,F,F,F,F,F,F,F,F,F,T
not going anywhere. changed my mind. anyways you guys doing great stuff! 😉,F,F,F,F,F,F,F,F,T,F
pysc delhi won huh,F,F,F,F,F,F,F,T,F,F
you are such a saver,F,F,F,F,F,F,F,F,T,F
sorry think not thonk,F,F,F,F,F,F,F,F,F,F
timings for _date_ s match,F,F,F,F,F,F,F,T,F,F
Update me with all my reminders please.,F,F,T,F,F,F,F,F,F,F
I need .. reminder,F,F,T,F,F,F,F,F,F,F
in which gate number.. they will give tickets fr tdy test match,F,F,F,T,T,F,F,F,F,F
Tickets price?,F,F,F,T,F,F,F,F,F,F
malvika what is your mobile no,F,F,F,F,F,F,F,F,F,T
is human is replying.?,F,F,F,F,F,F,F,F,T,F
thanks 😃,F,F,F,F,F,F,F,F,T,F
can u just turn this reminder off,F,F,T,F,F,F,F,F,F,F
Whens ios10 coming on iphone6s,F,F,F,F,F,F,F,F,F,T
yes s,F,F,F,F,F,F,F,F,T,F
yes i woke up,F,F,T,F,F,F,F,F,F,F
is it in tamil language as well?,F,F,F,T,F,F,F,F,F,F
Can you tell me to what cities flights are being provided from gannavaram airport,F,F,F,F,F,T,F,F,F,F
near edappally,T,F,F,T,F,F,F,F,F,F
what will be the best price for this?,F,F,F,F,F,F,F,F,F,T
Can u get me a flight ticket within price limit of 3-4k on 23rd of this month?,F,F,F,F,F,T,F,F,F,F
it is okay,F,F,F,F,F,F,F,F,T,F
Find elle 18 cherry red,F,F,F,F,F,F,F,F,F,T
do u know kannada madam,F,F,F,F,F,F,F,F,F,T
please check if 2nd option you given is open or not,T,F,F,F,F,F,F,F,F,F
urban clap give 30 days service,F,T,F,F,F,F,F,F,F,F
agrafort to ahemdabad,F,F,F,F,F,T,F,F,F,F
Cal,F,F,T,F,F,F,F,F,F,F
aap rat ko sote nhi kya mam,F,F,F,F,F,F,F,F,F,F
ok i will try,F,F,F,F,F,F,F,F,T,F
kya apke pass bus ki details hai mujhe abhi bombay jana h,F,F,F,F,F,T,F,F,F,F
Hey can you please tell me nearest punjab national bank branch in surat,F,F,F,F,T,F,F,F,F,F
if i wanna buy a mobile. can you give the best deal on the purchase,F,F,F,F,F,F,F,F,F,T
k bye thanks,F,F,F,F,F,F,F,F,T,F
every 5 mins .. 6am to 7am,F,F,T,F,F,F,F,F,F,F
ipl score update,F,F,F,F,F,F,F,T,F,F
Chocolate dosa,T,F,F,F,F,F,F,F,F,F
sure..thanks and sorry for that weird question,F,F,F,F,F,F,F,F,T,F
i did not get coupon,F,F,F,F,F,T,T,F,F,F
1.30 and 2.30,F,F,T,F,F,F,F,F,F,F
8356802365,T,F,F,F,F,T,T,F,F,F
