pid,sentence1,sentence2,label
18736,Upcoming matches,Show Upcoming Matches,1
18742,what is your name,your name,1
18744,I dont want a call,give me a call to drink water,0
18746,How much I will hate cash back,cash back not credited,0
18751,When will I get confirmation,When i will get refund,0
18752,Book me a flight,Want to book flight from Mumbai to Delhi,0
18753,cover Terrace area of my unit,I want to cover Terrace area of my unit.,1
18757,How do I register a Warranty complaint?,register warranty complaint,1
18758,show me your picture,I don't need your help,0
18759,Modify this wake up reminder,Change wake up call,1
18761,whats the cost for it,What charges will I have to pay to reschedule it,0
18763,please give armed forces discount,want mumbai to bangalore flights,0
18764,Any offer,any offers on tests,1
18766,I want to check out,want to check items in my card,0
18768,set reminder jog,reminder for jog,1
18771,to buy Flight Tickets,I want to book home collection,0
18772,I dont got my cashback,did not get my,1
18782,any discount on flight booking,I want to book flight,0
18783,want reminder for phone,show my reminders,0
18786,want to get my report but I dont have Lab id,why my report is not ready,0
18789,price of test,what is the test rate,1
18790,That order ID is correct,That's my correct ID,1
18791,Number is right,That ID is right,0
18792,Total Secure plus,eligibility criteria for total secure plus,0
18793,How to make payment,Where to make payment,1
18798,I want to book flight,to buy Flight Tickets,1
18800,check gk leaderboard,gk  leaderboard,1
18802,"Hey, can you find me the nearest place for bike repair?  .","Hey, can you look for the nearest places with Free Wifi .",0
18810,remind me exercise,call to remind exercise,1
18814,Why 33 kg cylinders and not 47.5 kg cylinders?,2 kg cylinder,0
18817,I want to book flight tickets for Guru Nank Jayanti,I want to book bus tickets for Guru Nank Jayanti,1
18818,send me a joke,Send me jokes everyday,0
18822,Planning to go for trip to goa,need flights from mumbai to pune,0
18826,Remind me 1 hour later,1 hour later,1
18830,ur email,Your email id,1
18836,looking Flight Tickets,Pls send flight status,0
18837,remind me about medicine,remind me about,0
18840,I want to change my previous grievance,process to change the disctrict as I selected wrong district,0
18841,Took a long time to make changes to my booking,You were very accomodating when I needed to change my booking,0
18847,point of contact for organising events,Contact details for organising events,0
18849,I am not satisfied with the service at your outlet. How do I lodge a complaint?,lodge complaint,0
18850,Your price is high in comparison with goibibo,Ur fare is higher,0
18852,pick up lines,Cheesy pick up lines,1
18860,Can i enroll the nominee option in CDSL ?,enroll the nominee to minor person,0
18861,am I eligible for any cricket prize today,Any cricket prize?,1
18863,Book flights,Want to book flight from Mumbai to Delhi,0
18867,cancel flight fare alert,stop the flight alert,0
18869,want to purchase Flight Tickets,suggest me Flight Tickets,0
18873,show me flights from mumbai to pune,Send me flight schedule,0
18875,set cheapest flight alert,I want alerts for cheapest flight,0
18877,set reminder anniversary,set reminder,0
18879,How to avail prize gk,see gk prizes,0
18882,I would like to buy home on down payment in 6 months  and 35 crores,I would like to buy philips music system in 8 months in 18000,0
18886,"Hey there,I want to book a bus ticket.  .",I want bus booking,0
18889,Which team will win the match today,Show me todays matches,0
18896,Can I link multiple account to my trading account?,Unable to trade,0
18897,change mobile,change mobile number,1
18898,My Electricity Bill Payments provider is not listed with you,Electric bill,0
18903,Share the details of premium for WAAC,how much is the premium for WAAC,1
18907,join contest,How to delete the joined contest,0
18908,show more quote,Show another,0
18912,test costing,what is the test charges,1
18914,I want to book flight tickets for New Year,Please book a flight,0
18915,I am getting a error message when I log in,getting error SMS,0
18920,What's the customer care number?,I want to speak to customer care,0
18923,Do u have any offer for flight,Any offer,1
18929,parental control,information on parental control.,1
18931,website to update scores,when will you update scores,0
18934,I want to book a flight,do i need to book an appoinment,0
18935,why extra charge on flight booking,Please book a flight,0
18936,Modify this wake up reminder,Change my wakeup alarm,0
18939,This is the correct order ID,I gave the correct order ID,1
18942,Link to download this app on windows,download the app?,0
18948,remove reminder,I want to remove reminder,1
18949,How will I get the bollywood prize,Any bollywood prize?,0
18952,want reminder for birthday,want reminder for jog,0
18954,I wanna look for flights,Pls send flight status,0
18955,schedule a reminder medicine,want reminder for medicine,1
18957,Benefits of premium wifi,how to make payment for premium wifi,0
18958,modify wake up reminder,wake me up,0
18962,Can you send me your pic,i need your number,0
18963,I want to play quiz,I want to play another quiz,0
18964,Book train,Can you reserve railway tickets for me,1
18969,any coupons on flight booking,book flight,0
18970,transfer to bank account,Why should I link my bank to my trading account?,0
18971,i did not get my cashback,Will i get cashback on,0
18972,I would like to change my  exercise reminder,set reminder exercise,0
18974,modification Reminder to Call,call to remind drink water,0
18976,too slow,why is it still slow,0
18978,same Franchisee's area of operation,connection within the same Franchisee's area of operation,1
18990,My order ID is right,Can you tell me where is my order ID?,0
18991,I want to cancel my flight trip,stop flight fare alert,0
18992,Want to know Survival Benefits of GCAP,What will be the Survival Benefits of GCAP,1
18998,72 hours still not got cashback,72 hours ho gaye,0
18999,looking Flight Tickets,need flights from mumbai to pune,0
19000,I want to link new savings bank account,I want to link multiple bank accounts,0
19009,12kg LPG,17kg,0
19011,When i get my cashback??,I did not get cashback,0
19013,send ticket softcopy,want ticket from mumbai to pune,0
19014,Mobile data and WiFi,How is Wi-Fi better than my Mobile Data connection,0
19018,schedule a reminder appointment,schedule a reminder,0
19025,I am finding cheaper tickets on other websites,Make my trip is giving cheap flights,0
19033,ayurvedic pure glow clean dry skin,dry clean,0
19034,That order ID is correct,"I don't understand, this is the right order ID",0
19037,cheapest flight guarantee,Make my trip is giving cheap flights,0
19044,i want to do web checkin,do web check-in,1
19050,reminder for birthday,set reminder birthday,1
19052,recommend Flight Tickets,need flights from mumbai to pune,0
19053,found cheaper on yatra,I am finding cheaper tickets on other websites,0
19055,72 hours still not got cashback,48 hours ho gaye,0
19057,I want to book flight tickets for ID-E-MILAD,Cheap flight tickets,0
19062,Not so good,he was very good,0
19071,I want the Premium amount for WAAC,Tell me the premium amount for WAAC,1
19075,madarchod,Get the hell out of here,0
19079,Today IPL match timing,Next ipl match,0
19081,show your picture,I don't need your help,0
19084,christine valmy radiance facial christine valmy spa pedicure christine valmy spa manicure threading eyebrows upper lip detan wax full arms detan wax full legs normal wax under arms olive oil head massage,christine valmy skin whitening facial christine valmy spa pedicure christine valmy spa manicure threading eyebrows upper lip detan wax full arms detan wax full legs normal wax under arms loreal hair spa,1
19085,I gave the correct ID,That order ID is correct,1
19089,sofa,sofa cleaning,0
19092,show the gk leader,gk Leader,1
19093,N wat if I book return tickets,Return tickets also to check-in,0
19095,What will be the Calorific Value,What is the Gross Calorific Value of LPG?,0
19096,I want to delete all my reminders,delete all reminders,1
19098,How to verify my mail id,how much time u want to verify,0
19099,reminder cancel,I would like to cancel my Reminder,1
19100,Set an alarm for me to call someone,Set an alarm to meet,0
19105,available train tickets from vizag to Mumbai,I want to know the flight prices to Delhi,0
